date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-11-08 03:13:47,ewarren,ewarren,337,2334,13025,"Billionaires get so much airtime to talk about how they don't want to pay more taxes. Instead, let’s talk about what a #TwoCentWealthTax would mean for middle-class and working-class families.https://twitter.com/ewarren/status/1192531330581618700 …",,,#TwoCentWealthTax,1192641337478307840,https://twitter.com/ewarren/status/1192641337478307840
2019-11-08 02:22:09,ewarren,,42,244,2242,"My heart goes out to @DenzelCummings’ family and friends. He was thoughtful, intentional, and compassionate, and my entire team and I are deeply saddened by his passing.",,@DenzelCummings,,1192628344132702209,https://twitter.com/ewarren/status/1192628344132702209
2019-11-08 01:34:37,ewarren,,161,419,3584,"It's time to put power in the hands of the people. @AyannaPressley and I are fighting for the big, structural change that our country needs.pic.twitter.com/Ym1Wxk6i3j",,@AyannaPressley,,1192616381180776448,https://twitter.com/ewarren/status/1192616381180776448
2019-11-07 23:13:49,ewarren,,1865,9729,49741,"Welcome to the race, @MikeBloomberg! If you're looking for policy plans that will make a huge difference for working people and which are very popular, start here:http://ewar.ren/billionaire-calculator …",,@MikeBloomberg,,1192580948275204097,https://twitter.com/ewarren/status/1192580948275204097
2019-11-07 22:55:11,ewarren,,424,993,4967,"The time for small ideas is over. We need big ideas that can fix the big challenges that we face. We need big ideas that can inspire people. We need big ideas that will bring people out to vote. And we need someone willing to fight for those big ideas.https://www.youtube.com/watch?v=ckrQaXwVUX8 …",,,,1192576256941940736,https://twitter.com/ewarren/status/1192576256941940736
2019-11-07 22:04:27,ewarren,,91,178,1351,"I stand with the @Teamsters25 sanitation drivers on strike. They deserve a living wage, and Republic Services must negotiate with them in good faith.",,@Teamsters25,,1192563491770707969,https://twitter.com/ewarren/status/1192563491770707969
2019-11-07 21:15:25,ewarren,greenhousenyt,83,330,1636,"Many of these workers have gone without a raise for nearly a decade while getting squeezed by rising health insurance costs. I stand with @Teamsters and @Steelworkers who are going on strike to demand fair wages, good health care, and labor protections.https://twitter.com/greenhousenyt/status/1192087317344702464 …",,@Teamsters @Steelworkers,,1192551151260119047,https://twitter.com/ewarren/status/1192551151260119047
2019-11-07 19:56:40,ewarren,,1188,5787,23458,"Some billionaires seem confused about how much they would pay under my #TwoCentWealthTax. Don’t worry, we've got a calculator for that, too. The bottom line: If you made it big, you should chip in to make sure everyone else also has a chance to succeed: http://ewar.ren/billionaire-calculator …",,,#TwoCentWealthTax,1192531330581618700,https://twitter.com/ewarren/status/1192531330581618700
2019-11-07 19:38:44,ewarren,BlackWomxnFor,8461,1267,6622,"Thank you, @BlackWomxnFor! Black trans and cis women, gender-nonconforming, and nonbinary people are the backbone of our democracy and I don’t take this endorsement lightly. I'm committed to fighting alongside you for the big, structural change our country needs.https://twitter.com/BlackWomxnFor/status/1192457539541225472 …",,@BlackWomxnFor,,1192526820559785986,https://twitter.com/ewarren/status/1192526820559785986
2019-11-07 17:50:10,ewarren,,130,367,1471,". @TMobile and @Sprint’s merger will stifle competition, costing thousands of jobs, reducing wages, and giving consumers fewer options. We need a government willing to stand up to these monopolies and protect consumers.https://techcrunch.com/2019/11/05/fcc-approves-t-mobile-sprint-merger-despite-serious-concerns/ …",,@TMobile @Sprint,,1192499497953382400,https://twitter.com/ewarren/status/1192499497953382400
2019-11-07 14:15:18,ewarren,,1533,957,5190,"Far too many of our veterans and service members die by suicide. Every single one is a tragedy that could have been prevented. I've got a plan to cut the number of veteran suicides in half in my first term.https://www.motherjones.com/politics/2019/11/elizabeth-warren-wants-to-cut-veteran-suicides-in-half/ …",,,,1192445426751938561,https://twitter.com/ewarren/status/1192445426751938561
2019-11-07 03:15:44,ewarren,NPR,773,5127,24745,"While millions of McDonald’s workers are living paycheck to paycheck, their fired CEO gets to leave with millions of dollars in his pocket. The economy is working great for a thinner and thinner slice at the top. We need big, structural change.https://twitter.com/NPR/status/1192080718974914560 …",,,,1192279438827937792,https://twitter.com/ewarren/status/1192279438827937792
